referrer,views_total,views_unique
DuckDuckGo,103,1
pigeons.run,36,5
Google,32,14
github.com,8,3
stat.ubc.ca,6,3
discourse.julialang.org,5,3
nikola-sur.netlify.app,5,3
Bing,4,2
com.google.android.gm,3,1
trevorcampbell.me,2,1
