time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-18 00:00:00+00:00,10,4,198,3
2025-06-19 00:00:00+00:00,13,7,37,8
2025-06-20 00:00:00+00:00,22,7,45,6
2025-06-21 00:00:00+00:00,64,13,70,4
2025-06-22 00:00:00+00:00,37,10,20,3
2025-06-23 00:00:00+00:00,15,7,42,7
2025-06-24 00:00:00+00:00,9,3,30,5
2025-06-25 00:00:00+00:00,13,5,23,4
2025-06-26 00:00:00+00:00,12,6,27,5
2025-06-27 00:00:00+00:00,15,9,17,2
2025-06-28 00:00:00+00:00,13,7,3,2
2025-06-29 00:00:00+00:00,17,10,15,3
2025-06-30 00:00:00+00:00,13,7,17,3
2025-07-01 00:00:00+00:00,2,2,18,4
