time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-04 00:00:00+00:00,5,3,2,1
2023-07-05 00:00:00+00:00,24,5,11,7
2023-07-06 00:00:00+00:00,26,5,5,2
2023-07-07 00:00:00+00:00,35,6,12,5
2023-07-08 00:00:00+00:00,44,8,2,2
2023-07-09 00:00:00+00:00,8,4,5,1
2023-07-10 00:00:00+00:00,7,5,5,3
2023-07-11 00:00:00+00:00,56,5,7,1
2023-07-12 00:00:00+00:00,56,5,322,5
2023-07-13 00:00:00+00:00,26,5,45,4
2023-07-14 00:00:00+00:00,131,4,113,2
2023-07-15 00:00:00+00:00,55,10,249,4
2023-07-16 00:00:00+00:00,20,6,4,2
2023-07-17 00:00:00+00:00,20,7,74,6
