time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,117,36,57,7
2026-05-27 00:00:00+00:00,119,32,7,2
2026-05-28 00:00:00+00:00,32,23,24,10
2026-05-29 00:00:00+00:00,65,25,7,3
2026-05-30 00:00:00+00:00,43,26,8,4
2026-05-31 00:00:00+00:00,41,28,168,5
2026-06-01 00:00:00+00:00,32,22,107,11
2026-06-02 00:00:00+00:00,70,37,9,4
2026-06-03 00:00:00+00:00,141,62,85,5
2026-06-04 00:00:00+00:00,10,10,11,4
2026-06-05 00:00:00+00:00,170,78,22,4
2026-06-06 00:00:00+00:00,42,27,2,2
2026-06-07 00:00:00+00:00,32,22,2,2
2026-06-08 00:00:00+00:00,273,32,221,12
