referrer,views_total,views_unique
Google,217,13
github.com,72,8
pigeons.run,29,6
julialang.org,5,1
stat.ubc.ca,3,2
juliaregistries.github.io,2,2
juliahub.com,1,1
trevorcampbell.me,1,1
