referrer,views_total,views_unique
github.com,84,13
Google,75,10
DuckDuckGo,33,3
pigeons.run,27,6
stat.ubc.ca,5,3
com.google.android.gm,2,2
discourse.julialang.org,1,1
juliapackages.com,1,1
