time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-29 00:00:00+00:00,12,7,0,0
2025-12-30 00:00:00+00:00,12,6,0,0
2025-12-31 00:00:00+00:00,12,7,10,4
2026-01-01 00:00:00+00:00,4,4,14,2
2026-01-02 00:00:00+00:00,13,8,14,4
2026-01-03 00:00:00+00:00,13,8,28,2
2026-01-04 00:00:00+00:00,14,9,7,6
2026-01-05 00:00:00+00:00,6,6,53,3
2026-01-06 00:00:00+00:00,14,7,79,4
2026-01-07 00:00:00+00:00,4,4,92,3
2026-01-08 00:00:00+00:00,13,5,101,4
2026-01-09 00:00:00+00:00,4,4,7,5
2026-01-10 00:00:00+00:00,8,4,4,4
2026-01-11 00:00:00+00:00,12,7,1,1
