referrer,views_total,views_unique
Google,66,13
pigeons.run,35,4
DuckDuckGo,14,1
github.com,6,3
nikola-sur.netlify.app,4,3
Bing,1,1
trevorcampbell.me,1,1
stat.ubc.ca,1,1
