referrer,views_total,views_unique
Google,37,15
github.com,29,9
pigeons.run,28,6
DuckDuckGo,6,2
discourse.julialang.org,3,2
stat.ubc.ca,3,1
trevorcampbell.me,2,2
Bing,1,1
com.google.android.gm,1,1
mail.google.com,1,1
