referrer,views_total,views_unique
DuckDuckGo,36,1
Google,30,11
pigeons.run,23,4
github.com,13,5
discourse.julialang.org,5,3
stat.ubc.ca,4,2
trevorcampbell.me,3,2
Bing,1,1
nikola-sur.netlify.app,1,1
mail.google.com,1,1
