referrer,views_total,views_unique
Google,117,7
pigeons.run,74,6
DuckDuckGo,27,2
github.com,26,7
nikola-sur.netlify.app,5,2
stat.ubc.ca,3,2
saifsyed.com,1,1
com.google.android.gm,1,1
