referrer,views_total,views_unique
github.com,44,10
Google,22,8
pigeons.run,22,5
stat.ubc.ca,3,2
discourse.julialang.org,2,2
nikola-sur.netlify.app,2,1
DuckDuckGo,1,1
gensjulia.pages.dev,1,1
julialang.org,1,1
