referrer,views_total,views_unique
julia-tempering.github.io,93,4
Google,19,8
github.com,15,6
pigeons.run,9,2
stat.ubc.ca,2,2
linkedin.com,1,1
Bing,1,1
com.google.android.gm,1,1
