referrer,views_total,views_unique
github.com,115,14
Google,57,22
ptiede.github.io,15,1
pigeons.run,11,4
search.brave.com,4,2
stat.paperswithcode.com,2,2
DuckDuckGo,2,2
astrozot.github.io,2,1
Bing,1,1
discourse.julialang.org,1,1
