time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-30 00:00:00+00:00,118,12,81.0,9.0
2023-10-31 00:00:00+00:00,145,16,86.0,6.0
2023-11-01 00:00:00+00:00,2,2,77.0,9.0
2023-11-02 00:00:00+00:00,5,3,84.0,7.0
2023-11-03 00:00:00+00:00,23,4,90.0,10.0
2023-11-04 00:00:00+00:00,26,7,52.0,5.0
2023-11-05 00:00:00+00:00,27,6,10.0,3.0
2023-11-06 00:00:00+00:00,61,10,117.0,5.0
2023-11-07 00:00:00+00:00,73,8,37.0,4.0
2023-11-08 00:00:00+00:00,9,6,28.0,8.0
2023-11-09 00:00:00+00:00,9,6,47.0,10.0
2023-11-10 00:00:00+00:00,5,5,11.0,2.0
2023-11-11 00:00:00+00:00,5,5,8.0,4.0
2023-11-12 00:00:00+00:00,4,4,,
