time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-16 00:00:00+00:00,7,5,8,3
2023-09-17 00:00:00+00:00,2,2,1,1
2023-09-18 00:00:00+00:00,6,6,77,6
2023-09-19 00:00:00+00:00,53,4,45,1
2023-09-20 00:00:00+00:00,80,12,26,4
2023-09-21 00:00:00+00:00,20,9,9,4
2023-09-22 00:00:00+00:00,54,6,5,3
2023-09-23 00:00:00+00:00,81,13,6,3
2023-09-24 00:00:00+00:00,9,6,2,2
2023-09-25 00:00:00+00:00,36,7,11,4
2023-09-26 00:00:00+00:00,132,10,46,7
2023-09-27 00:00:00+00:00,160,7,144,12
2023-09-28 00:00:00+00:00,89,8,112,6
2023-09-29 00:00:00+00:00,63,9,30,4
