referrer,views_total,views_unique
Google,129,17
pigeons.run,117,9
Bing,36,4
github.com,31,9
trevorcampbell.me,13,3
DuckDuckGo,4,2
arxiv.org,3,1
ptiede.github.io,2,1
stat.ubc.ca,1,1
