time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-02 00:00:00+00:00,85,18,19,6
2026-07-03 00:00:00+00:00,38,26,15,8
2026-07-04 00:00:00+00:00,38,16,16,4
2026-07-05 00:00:00+00:00,22,12,4,4
2026-07-06 00:00:00+00:00,117,29,149,17
2026-07-07 00:00:00+00:00,122,24,16,6
2026-07-08 00:00:00+00:00,9,9,5,3
2026-07-09 00:00:00+00:00,37,18,55,7
2026-07-10 00:00:00+00:00,67,17,68,22
2026-07-11 00:00:00+00:00,162,20,31,7
2026-07-12 00:00:00+00:00,36,15,52,10
2026-07-13 00:00:00+00:00,17,12,12,6
2026-07-14 00:00:00+00:00,27,13,85,4
2026-07-15 00:00:00+00:00,79,8,6,2
