referrer,views_total,views_unique
github.com,104,8
Google,58,17
pigeons.run,23,4
stat.ubc.ca,4,2
DuckDuckGo,2,1
Bing,2,1
nikola-sur.netlify.app,1,1
discourse.julialang.org,1,1
