referrer,views_total,views_unique
github.com,142,8
Google,50,5
stat.ubc.ca,8,4
pigeons.run,6,2
DuckDuckGo,5,1
com.google.android.gm,3,1
Bing,2,1
discourse.julialang.org,2,1
