referrer,views_total,views_unique
Google,165,13
github.com,39,8
pigeons.run,29,4
discourse.julialang.org,17,13
Bing,10,1
stat.ubc.ca,3,2
DuckDuckGo,2,1
trevorcampbell.me,1,1
