referrer,views_total,views_unique
Google,89,23
github.com,69,19
pigeons.run,39,7
ptiede.github.io,15,1
DuckDuckGo,13,1
astrozot.github.io,7,2
search.brave.com,3,2
discourse.julialang.org,3,1
Bing,2,2
stat.ubc.ca,1,1
