time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-01 00:00:00+00:00,6,6,22,8
2025-10-02 00:00:00+00:00,4,4,28,11
2025-10-03 00:00:00+00:00,13,9,8,5
2025-10-04 00:00:00+00:00,23,10,5,4
2025-10-05 00:00:00+00:00,7,6,58,6
2025-10-06 00:00:00+00:00,7,7,39,11
2025-10-07 00:00:00+00:00,17,8,31,10
2025-10-08 00:00:00+00:00,37,8,26,6
2025-10-09 00:00:00+00:00,19,11,32,6
2025-10-10 00:00:00+00:00,5,5,9,6
2025-10-11 00:00:00+00:00,7,7,2,2
2025-10-12 00:00:00+00:00,12,9,108,2
2025-10-13 00:00:00+00:00,8,7,27,10
2025-10-14 00:00:00+00:00,9,4,39,8
