referrer,views_total,views_unique
pigeons.run,82,1
Google,29,8
github.com,28,7
Bing,5,1
discourse.julialang.org,3,3
stat.ubc.ca,3,2
stat.paperswithcode.com,2,1
juliapackages.com,2,1
DuckDuckGo,1,1
saifsyed.com,1,1
