time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-22 00:00:00+00:00,15,6,37,10
2025-07-23 00:00:00+00:00,24,9,38,6
2025-07-24 00:00:00+00:00,40,14,83,11
2025-07-25 00:00:00+00:00,15,7,26,11
2025-07-26 00:00:00+00:00,13,7,5,4
2025-07-27 00:00:00+00:00,17,8,18,5
2025-07-28 00:00:00+00:00,15,6,27,8
2025-07-29 00:00:00+00:00,12,6,7,6
2025-07-30 00:00:00+00:00,9,3,5,3
2025-07-31 00:00:00+00:00,12,6,38,4
2025-08-01 00:00:00+00:00,17,11,15,2
2025-08-02 00:00:00+00:00,11,5,2,1
2025-08-03 00:00:00+00:00,20,13,21,2
2025-08-04 00:00:00+00:00,4,4,12,5
