referrer,views_total,views_unique
Google,171,17
pigeons.run,147,9
Bing,105,4
github.com,31,9
trevorcampbell.me,11,2
DuckDuckGo,4,2
arxiv.org,3,1
ptiede.github.io,2,1
discourse.julialang.org,2,1
stat.ubc.ca,1,1
