referrer,views_total,views_unique
Google,34,10
github.com,32,7
Bing,5,2
stat.ubc.ca,3,2
discourse.julialang.org,3,2
nikola-sur.netlify.app,3,1
trevorcampbell.me,2,2
juliapackages.com,1,1
