referrer,views_total,views_unique
github.com,53,13
pigeons.run,30,7
Google,27,10
stat.ubc.ca,3,2
discourse.julialang.org,2,1
nikola-sur.netlify.app,2,1
DuckDuckGo,1,1
gensjulia.pages.dev,1,1
