referrer,views_total,views_unique
Google,54,14
github.com,25,3
pigeons.run,20,2
stat.ubc.ca,8,6
search.brave.com,4,1
discourse.julialang.org,3,3
nikola-sur.netlify.app,1,1
Bing,1,1
