referrer,views_total,views_unique
Google,57,22
pigeons.run,47,5
github.com,26,4
nikola-sur.netlify.app,8,2
qwant.com,3,2
linkedin.com,1,1
trevorcampbell.me,1,1
DuckDuckGo,1,1
itsdfish.github.io,1,1
