referrer,views_total,views_unique
github.com,44,12
pigeons.run,23,7
Google,13,7
stat.ubc.ca,5,3
discourse.julialang.org,3,1
juliaregistries.github.io,2,1
go.bsky.app,1,1
search.brave.com,1,1
