time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-20 00:00:00+00:00,58,32,7,3
2026-08-21 00:00:00+00:00,14,5,18,4
2026-08-22 00:00:00+00:00,16,10,6,4
2026-08-23 00:00:00+00:00,8,7,20,9
2026-08-24 00:00:00+00:00,59,12,233,17
2026-08-25 00:00:00+00:00,31,9,161,13
2026-08-26 00:00:00+00:00,7,6,16,13
2026-08-27 00:00:00+00:00,3,3,32,18
2026-08-28 00:00:00+00:00,9,9,28,14
2026-08-29 00:00:00+00:00,3,3,18,11
2026-08-30 00:00:00+00:00,65,13,11,10
2026-08-31 00:00:00+00:00,43,10,192,19
2026-09-01 00:00:00+00:00,22,16,11,11
2026-09-02 00:00:00+00:00,54,40,22,5
