referrer,views_total,views_unique
Google,65,11
github.com,41,9
pigeons.run,32,3
discourse.julialang.org,16,12
Bing,8,1
stat.ubc.ca,3,2
DuckDuckGo,2,1
trevorcampbell.me,1,1
