referrer,views_total,views_unique
Google,37,15
github.com,27,7
pigeons.run,21,6
DuckDuckGo,5,1
trevorcampbell.me,4,3
discourse.julialang.org,3,2
stat.ubc.ca,3,1
Bing,1,1
com.google.android.gm,1,1
mail.google.com,1,1
