referrer,views_total,views_unique
Google,68,22
pigeons.run,58,8
github.com,49,5
qwant.com,7,5
nikola-sur.netlify.app,7,1
DuckDuckGo,2,1
linkedin.com,1,1
discourse.julialang.org,1,1
juliaregistries.github.io,1,1
stat.ubc.ca,1,1
