referrer,views_total,views_unique
pigeons.run,179,10
github.com,60,7
Bing,60,2
Google,55,13
DuckDuckGo,42,1
arxiv.org,20,2
stat.ubc.ca,9,5
t.co,2,2
nikola-sur.netlify.app,1,1
com.google.android.gm,1,1
