referrer,views_total,views_unique
Google,126,13
discourse.julialang.org,28,3
pigeons.run,22,4
search.brave.com,15,1
github.com,8,3
DuckDuckGo,6,2
stat.ubc.ca,4,4
nikola-sur.netlify.app,2,2
