time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-11 00:00:00+00:00,17,8,23,7
2026-08-12 00:00:00+00:00,61,16,6,6
2026-08-13 00:00:00+00:00,159,48,4,2
2026-08-14 00:00:00+00:00,97,56,10,1
2026-08-15 00:00:00+00:00,1821,1782,1,1
2026-08-16 00:00:00+00:00,20,9,1,1
2026-08-17 00:00:00+00:00,5,5,158,8
2026-08-18 00:00:00+00:00,7,7,32,12
2026-08-19 00:00:00+00:00,19,8,18,7
2026-08-20 00:00:00+00:00,58,32,7,3
2026-08-21 00:00:00+00:00,14,5,18,4
2026-08-22 00:00:00+00:00,16,10,6,4
2026-08-23 00:00:00+00:00,8,7,20,9
2026-08-24 00:00:00+00:00,59,12,233,17
