time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-25 00:00:00+00:00,3,3,6,3
2024-05-26 00:00:00+00:00,3,3,15,2
2024-05-27 00:00:00+00:00,4,4,66,8
2024-05-28 00:00:00+00:00,2,2,17,4
2024-05-29 00:00:00+00:00,3,3,23,7
2024-05-30 00:00:00+00:00,2,2,16,2
2024-05-31 00:00:00+00:00,47,12,11,3
2024-06-01 00:00:00+00:00,7,5,7,2
2024-06-02 00:00:00+00:00,2,2,2,2
2024-06-03 00:00:00+00:00,10,7,8,2
2024-06-04 00:00:00+00:00,6,3,32,4
2024-06-05 00:00:00+00:00,7,4,4,2
2024-06-06 00:00:00+00:00,56,10,25,6
2024-06-07 00:00:00+00:00,27,6,13,4
