time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-14 00:00:00+00:00,7,4,24,4
2024-05-15 00:00:00+00:00,4,4,18,4
2024-05-16 00:00:00+00:00,7,4,20,11
2024-05-17 00:00:00+00:00,4,4,29,7
2024-05-18 00:00:00+00:00,3,3,3,1
2024-05-19 00:00:00+00:00,7,4,4,2
2024-05-20 00:00:00+00:00,6,5,100,4
2024-05-21 00:00:00+00:00,6,3,99,4
2024-05-22 00:00:00+00:00,3,3,189,10
2024-05-23 00:00:00+00:00,10,6,36,4
2024-05-24 00:00:00+00:00,3,3,71,8
2024-05-25 00:00:00+00:00,3,3,6,3
2024-05-26 00:00:00+00:00,3,3,15,2
2024-05-27 00:00:00+00:00,3,3,65,7
