referrer,views_total,views_unique
github.com,145,9
Google,34,8
stat.ubc.ca,7,3
DuckDuckGo,5,1
pigeons.run,4,2
com.google.android.gm,3,1
Bing,2,1
discourse.julialang.org,2,1
