time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-23 00:00:00+00:00,29,12,86,13
2026-03-24 00:00:00+00:00,21,10,17,8
2026-03-25 00:00:00+00:00,19,12,12,8
2026-03-26 00:00:00+00:00,22,12,43,6
2026-03-27 00:00:00+00:00,16,5,127,83
2026-03-28 00:00:00+00:00,14,6,8,3
2026-03-29 00:00:00+00:00,33,8,10,5
2026-03-30 00:00:00+00:00,23,12,88,29
2026-03-31 00:00:00+00:00,65,20,15,6
2026-04-01 00:00:00+00:00,15,11,24,13
2026-04-02 00:00:00+00:00,17,12,18,6
2026-04-03 00:00:00+00:00,19,14,7,7
2026-04-04 00:00:00+00:00,23,10,43,41
2026-04-05 00:00:00+00:00,20,14,68,68
