time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-08 00:00:00+00:00,16,10,63,4
2025-08-09 00:00:00+00:00,16,10,3,1
2025-08-10 00:00:00+00:00,13,6,2,2
2025-08-11 00:00:00+00:00,54,14,22,3
2025-08-12 00:00:00+00:00,62,11,12,5
2025-08-13 00:00:00+00:00,18,10,5,4
2025-08-14 00:00:00+00:00,25,6,36,5
2025-08-15 00:00:00+00:00,47,11,72,4
2025-08-16 00:00:00+00:00,165,21,36,9
2025-08-17 00:00:00+00:00,15,8,19,6
2025-08-18 00:00:00+00:00,60,13,108,12
2025-08-19 00:00:00+00:00,25,6,14,3
2025-08-20 00:00:00+00:00,35,11,27,3
2025-08-21 00:00:00+00:00,2,2,69,12
