time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-04 00:00:00+00:00,4,4,41,8
2025-09-05 00:00:00+00:00,6,6,15,3
2025-09-06 00:00:00+00:00,7,7,9,2
2025-09-07 00:00:00+00:00,16,6,43,6
2025-09-08 00:00:00+00:00,6,5,50,7
2025-09-09 00:00:00+00:00,5,5,10,7
2025-09-10 00:00:00+00:00,13,10,26,6
2025-09-11 00:00:00+00:00,18,8,72,9
2025-09-12 00:00:00+00:00,7,7,54,5
2025-09-13 00:00:00+00:00,2,2,4,4
2025-09-14 00:00:00+00:00,9,8,20,6
2025-09-15 00:00:00+00:00,9,9,65,7
2025-09-16 00:00:00+00:00,11,11,6,5
2025-09-17 00:00:00+00:00,8,7,40,6
