referrer,views_total,views_unique
Google,127,6
pigeons.run,88,7
github.com,27,7
DuckDuckGo,26,1
nikola-sur.netlify.app,9,3
stat.ubc.ca,3,2
saifsyed.com,1,1
com.google.android.gm,1,1
