time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-29 00:00:00+00:00,10,4,3.0,2.0
2025-05-30 00:00:00+00:00,10,4,48.0,4.0
2025-05-31 00:00:00+00:00,14,5,,
2025-06-01 00:00:00+00:00,12,5,7.0,3.0
2025-06-02 00:00:00+00:00,10,4,15.0,4.0
2025-06-03 00:00:00+00:00,12,6,24.0,8.0
2025-06-04 00:00:00+00:00,16,5,19.0,7.0
2025-06-05 00:00:00+00:00,25,7,35.0,6.0
2025-06-06 00:00:00+00:00,9,3,64.0,2.0
2025-06-07 00:00:00+00:00,15,7,10.0,2.0
2025-06-08 00:00:00+00:00,11,4,23.0,7.0
2025-06-09 00:00:00+00:00,11,5,18.0,4.0
2025-06-10 00:00:00+00:00,12,4,28.0,6.0
2025-06-11 00:00:00+00:00,2,2,19.0,6.0
