referrer,views_total,views_unique
pigeons.run,97,4
discourse.julialang.org,50,4
Bing,40,2
Google,17,13
github.com,9,4
stat.ubc.ca,4,3
nikola-sur.netlify.app,1,1
getliner.com,1,1
