time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-29 00:00:00+00:00,,,16,3
2024-10-30 00:00:00+00:00,,,33,8
2024-10-31 00:00:00+00:00,,,12,8
2024-11-01 00:00:00+00:00,1.0,1.0,33,5
2024-11-02 00:00:00+00:00,1.0,1.0,20,7
2024-11-03 00:00:00+00:00,1.0,1.0,21,6
2024-11-04 00:00:00+00:00,9.0,6.0,47,8
2024-11-05 00:00:00+00:00,1.0,1.0,38,6
2024-11-06 00:00:00+00:00,1.0,1.0,80,7
2024-11-07 00:00:00+00:00,3.0,2.0,36,23
2024-11-08 00:00:00+00:00,23.0,3.0,42,4
2024-11-09 00:00:00+00:00,,,28,4
2024-11-10 00:00:00+00:00,,,3,1
2024-11-11 00:00:00+00:00,2.0,2.0,6,3
