referrer,views_total,views_unique
pigeons.run,92,11
github.com,71,14
Google,61,11
stat.ubc.ca,5,3
discourse.julialang.org,3,1
juliaregistries.github.io,2,1
go.bsky.app,1,1
search.brave.com,1,1
