referrer,views_total,views_unique
github.com,70,8
Google,56,16
pigeons.run,16,4
search.brave.com,4,1
discourse.julialang.org,2,2
Bing,2,1
DuckDuckGo,2,1
stat.ubc.ca,1,1
nikola-sur.netlify.app,1,1
