referrer,views_total,views_unique
Google,95,18
pigeons.run,70,6
github.com,15,6
juliaregistries.github.io,9,1
DuckDuckGo,2,2
search.brave.com,1,1
trevorcampbell.me,1,1
stat.ubc.ca,1,1
