referrer,views_total,views_unique
Google,57,23
pigeons.run,49,5
github.com,30,4
nikola-sur.netlify.app,7,1
qwant.com,4,3
linkedin.com,1,1
trevorcampbell.me,1,1
DuckDuckGo,1,1
itsdfish.github.io,1,1
