time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-03 00:00:00+00:00,2,2,22.0,8.0
2024-05-04 00:00:00+00:00,3,3,5.0,2.0
2024-05-05 00:00:00+00:00,3,3,19.0,4.0
2024-05-06 00:00:00+00:00,11,5,6.0,2.0
2024-05-07 00:00:00+00:00,3,3,5.0,4.0
2024-05-08 00:00:00+00:00,2,2,4.0,2.0
2024-05-09 00:00:00+00:00,3,3,13.0,4.0
2024-05-10 00:00:00+00:00,23,4,8.0,4.0
2024-05-11 00:00:00+00:00,19,7,,
2024-05-12 00:00:00+00:00,9,4,9.0,1.0
2024-05-13 00:00:00+00:00,28,7,39.0,6.0
2024-05-14 00:00:00+00:00,7,4,24.0,4.0
2024-05-15 00:00:00+00:00,4,4,18.0,4.0
2024-05-16 00:00:00+00:00,2,2,20.0,11.0
