referrer,views_total,views_unique
Google,81,22
github.com,54,15
pigeons.run,39,7
ptiede.github.io,15,1
DuckDuckGo,13,1
astrozot.github.io,7,2
com.google.android.gm,4,1
discourse.julialang.org,3,1
Bing,2,2
stat.ubc.ca,1,1
