time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-13 00:00:00+00:00,14,5,27,10
2025-05-14 00:00:00+00:00,5,5,18,4
2025-05-15 00:00:00+00:00,10,7,11,5
2025-05-16 00:00:00+00:00,18,7,4,4
2025-05-17 00:00:00+00:00,5,5,3,2
2025-05-18 00:00:00+00:00,6,5,11,1
2025-05-19 00:00:00+00:00,11,7,12,5
2025-05-20 00:00:00+00:00,16,7,22,6
2025-05-21 00:00:00+00:00,23,12,71,9
2025-05-22 00:00:00+00:00,32,7,36,10
2025-05-23 00:00:00+00:00,58,16,16,2
2025-05-24 00:00:00+00:00,13,4,15,5
2025-05-25 00:00:00+00:00,14,7,4,2
2025-05-26 00:00:00+00:00,3,3,30,7
