time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-25 00:00:00+00:00,53,26,7,7
2026-06-26 00:00:00+00:00,38,21,8,6
2026-06-27 00:00:00+00:00,20,12,9,9
2026-06-28 00:00:00+00:00,34,22,12,2
2026-06-29 00:00:00+00:00,23,14,16,9
2026-06-30 00:00:00+00:00,26,13,33,17
2026-07-01 00:00:00+00:00,11,7,8,5
2026-07-02 00:00:00+00:00,85,18,19,6
2026-07-03 00:00:00+00:00,38,26,15,8
2026-07-04 00:00:00+00:00,38,16,16,4
2026-07-05 00:00:00+00:00,22,12,4,4
2026-07-06 00:00:00+00:00,117,29,149,17
2026-07-07 00:00:00+00:00,122,24,16,6
2026-07-08 00:00:00+00:00,9,9,5,3
