time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-28 00:00:00+00:00,12,6,17,9
2025-08-29 00:00:00+00:00,15,9,19,4
2025-08-30 00:00:00+00:00,11,5,29,2
2025-08-31 00:00:00+00:00,15,8,1,1
2025-09-01 00:00:00+00:00,17,9,36,5
2025-09-02 00:00:00+00:00,23,8,7,7
2025-09-03 00:00:00+00:00,6,6,104,9
2025-09-04 00:00:00+00:00,4,4,41,8
2025-09-05 00:00:00+00:00,6,6,15,3
2025-09-06 00:00:00+00:00,7,7,9,2
2025-09-07 00:00:00+00:00,16,6,43,6
2025-09-08 00:00:00+00:00,6,5,50,7
2025-09-09 00:00:00+00:00,5,5,10,7
2025-09-10 00:00:00+00:00,7,5,26,6
