referrer,views_total,views_unique
Google,69,22
pigeons.run,60,5
github.com,35,9
copilot.microsoft.com,21,1
pretalx.com,18,1
juliaregistries.github.io,14,2
linkedin.com,11,7
r9e-web.stat.ubc.ca,2,1
com.linkedin.android,2,1
lnkd.in,2,1
