time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-08 00:00:00+00:00,4,2,4,3
2025-01-09 00:00:00+00:00,2,2,24,6
2025-01-10 00:00:00+00:00,3,1,4,3
2025-01-11 00:00:00+00:00,69,5,1,1
2025-01-12 00:00:00+00:00,1,1,2,2
2025-01-13 00:00:00+00:00,3,2,4,3
2025-01-14 00:00:00+00:00,2,1,4,1
2025-01-15 00:00:00+00:00,2,1,17,7
2025-01-16 00:00:00+00:00,2,1,15,2
2025-01-17 00:00:00+00:00,25,3,3,3
2025-01-18 00:00:00+00:00,2,2,13,2
2025-01-20 00:00:00+00:00,2,2,12,3
2025-01-21 00:00:00+00:00,1,1,13,7
