referrer,views_total,views_unique
Google,263,14
pigeons.run,33,4
DuckDuckGo,29,3
search.brave.com,15,1
github.com,12,4
stat.ubc.ca,3,3
nikola-sur.netlify.app,3,3
discourse.julialang.org,3,1
juliapackages.com,2,2
discourse.mc-stan.org,1,1
