referrer,views_total,views_unique
Google,92,19
pigeons.run,38,4
github.com,34,5
stat.ubc.ca,14,2
com.google.android.gm,11,5
fcai.fi,1,1
mail.google.com,1,1
aaltoml.github.io,1,1
nikola-sur.netlify.app,1,1
juliapackages.com,1,1
