time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-30 00:00:00+00:00,35,11,8,2
2026-05-01 00:00:00+00:00,47,14,14,7
2026-05-02 00:00:00+00:00,43,11,51,14
2026-05-03 00:00:00+00:00,35,14,21,10
2026-05-04 00:00:00+00:00,109,36,45,9
2026-05-05 00:00:00+00:00,96,28,14,3
2026-05-06 00:00:00+00:00,59,16,24,3
2026-05-07 00:00:00+00:00,25,14,8,5
2026-05-08 00:00:00+00:00,34,9,22,6
2026-05-09 00:00:00+00:00,15,9,10,7
2026-05-10 00:00:00+00:00,20,9,19,7
2026-05-11 00:00:00+00:00,42,10,72,11
2026-05-12 00:00:00+00:00,81,17,68,8
2026-05-13 00:00:00+00:00,77,17,77,6
