referrer,views_total,views_unique
pigeons.run,216,5
julia-tempering.github.io,70,2
DuckDuckGo,46,1
Google,18,11
arxiv.org,18,1
juliapackages.com,17,1
github.com,11,4
nikola-sur.netlify.app,9,1
saifsyed.com,6,1
stat.ubc.ca,2,2
