time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-20 00:00:00+00:00,16,6,31,3
2025-04-21 00:00:00+00:00,11,6,13,4
2025-04-22 00:00:00+00:00,7,4,24,5
2025-04-23 00:00:00+00:00,40,10,89,13
2025-04-24 00:00:00+00:00,23,11,23,7
2025-04-25 00:00:00+00:00,21,7,28,7
2025-04-26 00:00:00+00:00,7,6,24,2
2025-04-27 00:00:00+00:00,11,7,49,1
2025-04-28 00:00:00+00:00,6,6,13,4
2025-04-29 00:00:00+00:00,6,6,9,4
2025-04-30 00:00:00+00:00,4,4,13,5
2025-05-01 00:00:00+00:00,4,4,8,1
2025-05-02 00:00:00+00:00,4,4,28,15
2025-05-03 00:00:00+00:00,5,5,11,4
